id;ad_id;match_cites_parrot;match_common_parrot;mapping_match
3478;5464_us;0;1;"8;105;200"
3479;5463_us;0;1;"10;134;278"
3480;5462_us;0;1;"10;278"
3481;5450_us;0;1;"133;200"
3482;5379_us;0;1;"8;10;128;164;171;174;200;278;336"
3483;5378_us;0;1;"10;165;278;332"
3484;5377_us;0;1;"10;134;165;203;278"
3485;5357_us;0;1;"8;10;105;115;278;355"
3486;5269_us;0;1;"41;222;311"
3487;5268_us;0;1;"222;311"
3488;5219_us;0;1;"128;175"
3489;5175_us;0;1;"175;355;364"
3490;5161_us;0;1;175
3491;5157_us;0;0;
3492;5151_us;0;0;
3493;5146_us;0;1;181
3494;5137_us;0;1;"8;10;105;128;134;165;171;200;278"
3495;5101_us;0;1;"386;397"
3496;5063_us;0;1;"10;83;115;125;200;278"
3497;5026_us;0;0;
3498;5000_us;0;1;"5;10;83;125;181;270;271;272;278;298;332"
3499;4987_us;0;1;"336;351;355"
3500;4976_us;0;1;"336;351;355"
3501;4972_us;0;0;
3502;4968_us;0;1;"165;336;397"
3503;4957_us;0;0;
3504;4928_us;0;0;
3505;4908_us;0;1;"83;128;135;150;165"
3506;4907_us;0;1;"133;135;165;381"
3507;4906_us;0;1;"8;105;133;355"
3508;4899_us;0;1;"165;336;386;397"
3509;4886_us;0;1;"125;165;200;270;271;272;298"
3510;4881_us;0;1;355
3511;4825_us;0;1;173
3512;4801_us;0;1;"8;105"
3513;4789_us;0;0;
3514;4781_us;0;1;"135;336;342"
3515;4771_us;0;1;"10;83;175;200;278"
3516;4722_us;0;1;"8;10;105;115;278"
3517;4693_us;0;1;"210;272"
3518;4661_us;0;1;"165;173"
3519;4660_us;0;1;"132;165;272"
3520;4649_us;0;1;"125;133;271;298"
3521;4629_us;0;1;"158;173"
3522;4543_us;0;1;"8;10;105;115;158;165;278;355"
3523;4525_us;0;0;
3524;4521_us;0;1;"8;10;105;115;158;165;181;278;336"
3525;4513_us;0;1;"128;171;397"
3526;4499_us;0;1;150
3527;4498_us;0;0;
3528;4474_us;0;1;"128;171;174"
3529;4449_us;0;1;"200;336"
3530;4446_us;0;1;"10;83;165;278"
3531;4425_us;0;1;397
3532;4407_us;0;1;"135;165;381"
3533;4381_us;0;1;"128;134;164;165;171"
3534;4352_us;0;1;"83;133;135;165;381"
3535;4345_us;0;1;"5;10;83;135;165;278;308;336;381"
3536;4274_us;0;1;119
3537;4187_us;0;1;272
3538;4181_us;0;0;
3539;4160_us;0;1;"70;175"
3540;4159_us;0;1;"200;256"
3541;4121_us;0;1;"8;10;70;105;119;120;278;308"
3542;4116_us;0;1;311
3543;4098_us;0;1;"10;128;171;200;278"
3544;4056_us;0;1;272
3545;4015_us;0;1;"8;10;105;115;133;165;278;336"
3546;3987_us;0;0;
3547;3971_us;0;1;"164;355;371"
3548;3939_us;0;1;"128;133;134;171;174;181;311"
3549;3925_us;0;0;
3550;3880_us;0;1;"5;123;351;355"
3551;3879_us;0;0;
3552;3865_us;0;0;
3553;3814_us;0;1;83
3554;3801_us;0;0;
3555;3797_us;0;1;134
3556;3698_us;0;1;"83;200"
3557;3651_us;0;1;"125;133;271;272;298"
3558;3641_us;0;1;"125;181;271;272;298;336"
3559;3606_us;0;1;"135;342;355;364"
3560;3588_us;0;1;"10;115;125;271;272;278;298;336"
3561;3580_us;0;1;"181;336"
3562;3523_us;0;1;83
3563;3513_us;0;1;133
3564;3408_us;0;1;"5;181;355"
3565;3308_us;0;1;"83;135;164;165;381"
3566;3237_us;0;1;"10;115;133;278"
3567;3194_us;0;1;"10;83;125;181;270;271;272;278;298"
3568;3184_us;0;1;"134;200"
3569;3183_us;0;1;"83;128;133;134;171;174"
3570;3168_us;0;1;"8;105;158;165;256"
3571;3159_us;0;1;"10;278;308"
3572;3157_us;0;1;"133;200"
3573;3123_us;0;1;"10;278"
3574;3115_us;0;1;"272;311"
3575;3114_us;0;1;"125;181;271;272;298"
3576;3065_us;0;1;"135;165;219;381"
3577;2974_us;0;1;"10;115;278;308"
3578;2883_us;0;0;
3579;2877_us;0;1;200
3580;2863_us;0;1;"70;336"
3581;2788_us;0;1;"10;133;278;308;311;336;355;369"
3582;2757_us;0;1;128
3583;2748_us;0;1;"386;391;397"
3584;2729_us;0;0;
3585;2580_us;0;1;"8;105;332"
3586;2462_us;0;1;"10;133;134;175;278"
3587;2461_us;0;0;
3588;2394_us;0;1;"125;271;272;298"
3589;2359_us;0;1;"135;165"
3590;2317_us;0;1;"135;336"
3591;2316_us;0;0;
3592;2303_us;0;0;
3593;2227_us;0;1;181
3594;2208_us;0;1;"200;219;336"
3595;2174_us;0;1;"165;397"
3596;2144_us;0;0;
3597;2116_us;0;1;"135;336"
3598;2115_us;0;1;"135;336"
3599;2051_us;0;1;"135;336;355;364"
3600;2040_us;0;1;"134;135"
3601;2031_us;0;1;"8;125;135;181;271;272;298;336"
3602;2012_us;0;1;"164;270"
3603;2000_us;0;1;134
3604;1977_us;0;0;
3605;1948_us;0;1;"8;10;115;128;171;278;355"
3606;1932_us;0;0;
3607;1920_us;0;1;"10;135;155;175;278"
3608;1912_us;0;1;"175;336"
3609;1865_us;0;1;"355;364"
3610;1841_us;0;1;"134;135;175"
3611;1780_us;0;1;"83;135;165;175;336;381"
3612;1731_us;0;1;200
3613;1714_us;0;1;135
3614;1711_us;0;1;"10;115;278;336"
3615;1689_us;0;1;"10;278;308"
3616;1680_us;0;1;"135;150"
3617;1646_us;0;1;"10;135;165;278;308;381"
3618;1622_us;0;1;200
3619;1462_us;0;1;"200;223"
3620;1367_us;0;1;"83;125;134;271;272;298"
3621;1365_us;0;1;"200;311"
3622;1328_us;0;1;"10;125;181;271;272;278;298;332"
3623;1290_us;0;1;"125;271;272;298"
3624;1251_us;0;1;"164;175;336;355;364"
3625;1158_us;0;1;"10;83;115;135;165;181;278;308;336"
3626;1142_us;0;1;"125;181;271;272;298"
3627;1102_us;0;1;"181;200"
3628;1031_us;0;1;200
3629;1020_us;0;1;200
3630;950_us;0;1;"128;175;397"
3631;947_us;0;1;70
3632;920_us;0;1;"8;10;83;105;128;158;278;332"
3633;906_us;0;1;"83;175;336;355"
3634;849_us;0;1;"133;355"
3635;831_us;0;1;"133;355"
3636;808_us;0;1;"10;83;115;128;133;171;278;332"
3637;735_us;0;1;200
3638;734_us;0;1;"200;311"
3639;730_us;0;1;"5;10;115;133;181;272;278;308;336"
3640;703_us;0;0;
3641;700_us;0;0;
3642;627_us;0;1;"175;336"
3643;626_us;0;1;"83;165;175"
3644;621_us;0;1;"355;364"
3645;605_us;0;1;272
3646;571_us;0;1;"128;133;171;174;200"
3647;534_us;0;1;"83;175;210;272"
3648;521_us;0;1;229
3649;467_us;0;1;"8;10;22;105;278;308;336"
3650;438_us;0;1;200
3651;314_us;0;1;"83;175;181;200;311"
3652;313_us;0;1;"128;171"
3653;294_us;0;1;"8;10;105;158;165;278;308;311"
3654;293_us;0;1;181
3655;270_us;0;1;"133;164"
3656;186_us;0;1;"135;181;336"
3657;183_us;0;0;
3658;152_us;0;1;"10;115;128;133;134;200;210;278"
3659;107_us;0;1;"83;181;336"
3660;52_us;0;1;"70;106;165;203"
3661;117539_ca;0;1;"10;115;125;270;271;272;278;298;308"
3662;117511_ca;0;1;"10;125;271;272;278;298;308"
3663;117036_ca;0;1;"10;135;165;181;278;308;381"
3664;117035_ca;0;1;"10;135;165;181;278;308;381"
3665;117034_ca;0;1;"10;135;165;181;278;308;381"
3666;117033_ca;0;1;"8;10;105;135;165;181;278;308;381"
3667;117032_ca;0;1;"10;135;165;181;278;308;381"
3668;116930_ca;0;1;"10;115;135;165;278;297;308;332;381"
3669;116855_ca;0;1;"10;115;135;165;278;308"
3670;116690_ca;0;1;"10;115;278;308;355"
3671;116516_ca;0;1;"10;135;165;181;278;308;381"
3672;116515_ca;0;1;"10;135;165;181;278;308;381"
3673;116514_ca;0;1;"10;135;165;278;308;381"
3674;116513_ca;0;1;"8;10;105;135;165;181;278;308;381"
3675;116512_ca;0;1;"10;135;165;181;278;308;381"
3676;116505_ca;0;1;133
3677;116502_ca;0;1;"10;135;165;181;278;308;381"
3678;116501_ca;0;1;"10;135;165;181;278;308;381"
3679;116500_ca;0;1;"10;135;165;181;278;308;381"
3680;116499_ca;0;1;"10;135;165;181;278;308;381"
3681;116498_ca;0;1;"10;135;165;181;278;308;381"
3682;116497_ca;0;1;"10;135;165;181;278;308;381"
3683;115931_ca;0;1;"135;150;181"
3684;115822_ca;0;1;"10;125;271;272;278;298;308"
3685;114905_ca;0;0;
3686;114804_ca;0;1;"10;115;278;311;355"
3687;113579_ca;0;1;"10;115;278"
3688;113577_ca;0;1;200
3689;113575_ca;0;1;"10;278"
3690;113574_ca;0;1;"10;115;134;165;278;308"
3691;112100_ca;0;1;"10;125;271;272;278;298;308"
3692;112036_ca;0;1;"10;125;271;272;278;298;308"
3693;111246_ca;0;1;"83;200"
3694;111245_ca;0;1;"83;200"
3695;111026_ca;0;1;"10;125;271;272;278;298;308"
3696;110875_ca;0;1;"8;10;105;115;125;134;135;150;165;245;271;272;278;298;329;351;355;374;381"
3697;110265_ca;0;1;"10;115;272;278;298"
3698;110264_ca;0;1;"10;115;125;271;272;278;298;336"
3699;110263_ca;0;1;"10;115;270;272;278;298;308"
3700;110262_ca;0;1;"10;115;272;278;298"
3701;110261_ca;0;1;"10;115;272;278;298"
3702;110260_ca;0;1;"10;115;270;278;298;308"
3703;110150_ca;0;1;"10;125;271;272;278;298;308"
3704;110097_ca;0;1;"135;329;336"
3705;110096_ca;0;1;"5;10;135;165;278;308;336;381"
3706;110095_ca;0;1;"125;270;271;272;298"
3707;109968_ca;0;1;"10;135;278;308;329"
3708;109951_ca;0;1;"10;135;165;278;308;381"
3709;109945_ca;0;1;"10;135;165;278;308"
3710;109886_ca;0;1;"10;125;271;272;278;298;308"
3711;109871_ca;0;1;"10;128;135;165;181;278;308;381"
3712;109867_ca;0;1;"10;125;271;272;278;298;308"
3713;109863_ca;0;1;"10;83;135;278;308;329"
3714;109806_ca;0;1;"10;278;308;355;374"
3715;109805_ca;0;1;"181;336;355"
3716;109804_ca;0;1;"10;125;271;272;278;298;308"
3717;109803_ca;0;1;"10;133;135;165;181;278;381"
3718;109705_ca;0;1;"5;10;278;308;355;374"
3719;109704_ca;0;1;"5;181;336;355"
3720;109703_ca;0;1;"5;10;83;133;135;165;175;278;308;332;381"
3721;109687_ca;0;1;"5;10;125;271;272;278;298;308"
3722;109604_ca;0;1;"181;336;355"
3723;109603_ca;0;1;"10;83;133;135;165;175;278;308;332;381"
3724;109602_ca;0;1;"10;125;271;272;278;298;308"
3725;109552_ca;0;1;"10;135;278;308;329"
3726;109537_ca;0;1;"10;83;125;181;271;272;278;298;308"
3727;109536_ca;0;1;"10;128;135;165;181;278;308;329"
3728;109522_ca;0;1;"10;135;165;278;308;341;381"
3729;109475_ca;0;1;"10;125;133;181;271;272;278;298;308"
3730;109474_ca;0;1;"10;135;165;278;308;381"
3731;109448_ca;0;1;"10;135;165;278;308;381"
3732;109073_ca;0;1;"10;115;181;278"
3733;109072_ca;0;1;"10;278;308;355;374"
3734;109071_ca;0;1;"181;336;355"
3735;109070_ca;0;1;"10;125;133;181;271;272;278;298"
3736;109069_ca;0;1;"10;133;135;165;181;278;381"
3737;109068_ca;0;1;"10;83;133;135;165;175;278;308;332;381"
3738;109067_ca;0;1;"10;125;271;272;278;298;308"
3739;108286_ca;0;1;"10;115;125;271;272;278;298;308"
3740;108228_ca;0;1;"10;278;308"
3741;108225_ca;0;1;"10;181;278;308"
3742;108202_ca;0;1;"10;115;135;165;278;308;336;381"
3743;108143_ca;0;1;"10;83;133;135;165;175;278;308;332;381"
3744;108125_ca;0;1;"10;135;165;278;308;381"
3745;108122_ca;0;1;"10;125;133;271;272;278;298;308"
3746;108115_ca;0;1;"10;278;308;355"
3747;108111_ca;0;1;"10;135;165;278;308;381"
3748;108022_ca;0;1;"10;135;165;278;308;329;381"
3749;108012_ca;0;1;"10;125;128;181;271;272;278;298;308"
3750;107997_ca;0;1;"135;165;381"
3751;107962_ca;0;1;"10;115;125;271;272;278;298;308;336"
3752;107867_ca;0;1;"10;135;165;278;308;381"
3753;107788_ca;0;0;
3754;106737_ca;0;1;"10;115;128;135;150;278;336"
3755;106111_ca;0;1;"219;355"
3756;105736_ca;0;1;"10;125;271;272;278;298;308"
3757;105660_ca;0;1;"10;77;115;135;278;395"
3758;105659_ca;0;1;"10;278;355;395"
3759;105658_ca;0;1;"125;271;272;298;395"
3760;105656_ca;0;1;"10;134;278;395"
3761;105655_ca;0;1;"10;135;165;278;381;395"
3762;105278_ca;0;1;"10;135;181;278;308"
3763;105111_ca;0;1;"10;134;135;181;278;308"
3764;104991_ca;0;1;"10;115;125;175;270;271;272;278;298"
3765;104762_ca;0;1;"10;133;135;165;278;308;381"
3766;104735_ca;0;1;"10;125;271;272;278;298;308"
3767;104731_ca;0;1;"133;164;355"
3768;104584_ca;0;1;"10;83;115;125;175;181;271;272;278;298;332"
3769;104571_ca;0;1;"133;135;165;381"
3770;104538_ca;0;1;"5;298"
3771;104324_ca;0;1;"135;165;381"
3772;104281_ca;0;1;"83;135;175;219;336"
3773;104120_ca;0;1;"10;133;278;308;355"
3774;104119_ca;0;1;"10;133;278;308;355"
3775;104118_ca;0;1;"10;133;278;308;355"
3776;104117_ca;0;1;"10;133;278;308;355"
3777;104116_ca;0;1;"10;133;278;308;355"
3778;104115_ca;0;1;"10;133;278;308;355"
3779;104114_ca;0;1;"10;133;278;308;355"
3780;104113_ca;0;1;"133;355"
3781;104112_ca;0;1;"133;355"
3782;104111_ca;0;1;"10;133;278;308;355"
3783;103842_ca;0;1;"5;10;83;115;125;128;133;271;272;278;298;336"
3784;103804_ca;0;1;"10;135;165;278;308;381"
3785;103803_ca;0;1;"10;135;165;278;308;381"
3786;103802_ca;0;1;"10;278;308;332"
3787;103801_ca;0;1;"10;181;278;308;332"
3788;103800_ca;0;1;"10;135;278;308;329;336"
3789;103799_ca;0;1;"10;135;278;308;329;336"
3790;103798_ca;0;1;"5;10;83;134;135;181;278;308"
3791;103796_ca;0;1;"10;278;308;355"
3792;103795_ca;0;1;"10;278;308;355"
3793;103794_ca;0;1;"10;135;181;278;308"
3794;103793_ca;0;1;"10;135;181;278;308"
3795;103505_ca;0;1;"10;128;135;278"
3796;103471_ca;0;1;"10;115;125;175;181;270;271;272;278;298;308"
3797;103465_ca;0;1;"135;165;381"
3798;103464_ca;0;1;"10;115;134;135;181;278;377"
3799;103462_ca;0;1;"125;181;271;272;298"
3800;103332_ca;0;1;"133;355"
3801;103206_ca;0;1;"131;200"
3802;103205_ca;0;1;"131;134;200"
3803;103182_ca;0;1;"10;135;278;308"
3804;103179_ca;0;1;"10;135;165;181;278;308;381"
3805;103176_ca;0;1;"10;181;278;308;355"
3806;103144_ca;0;1;"83;125;271;272;298"
3807;103143_ca;0;1;"10;83;125;181;270;271;272;278;298;308"
3808;102511_ca;0;1;"10;115;134;165;278;308"
3809;102225_ca;0;1;"10;115;125;175;270;271;272;278;298;308"
3810;102224_ca;0;1;"10;83;133;135;181;278;308"
3811;102223_ca;0;1;"10;278;355"
3812;102222_ca;0;1;"133;135;165;175;332;381"
3813;102221_ca;0;1;"10;133;135;150;278;308"
3814;102174_ca;0;1;"135;165;381"
3815;101504_ca;0;0;
3816;101503_ca;0;1;"10;125;135;271;272;278;298;308;329;355"
3817;101457_ca;0;1;"10;278;308;355"
3818;101172_ca;0;1;"5;10;115;125;270;271;272;278;298"
3819;101171_ca;0;1;"10;115;125;181;270;271;272;278;298;308;336"
3820;101158_ca;0;1;"10;278;308"
3821;101155_ca;0;1;"8;10;105;115;135;272;278;308;355"
3822;101153_ca;0;1;"10;115;278;336"
3823;101152_ca;0;1;"10;115;125;271;272;278;298"
3824;100975_ca;0;1;"10;181;278;308;336;355"
3825;100137_ca;0;1;"10;115;125;245;271;272;278;298"
3826;100099_ca;0;1;83
3827;100020_ca;0;1;"10;115;128;135;165;278;308;381"
3828;100019_ca;0;1;"10;128;135;165;278;308;381"
3829;99960_ca;0;1;"5;10;83;115;125;270;271;272;278;298;308"
3830;99834_ca;0;1;"10;83;115;125;271;272;278;298"
3831;99754_ca;0;1;"10;125;135;271;272;278;298;308;355"
3832;99387_ca;0;1;"10;115;133;135;165;278;329;381"
3833;99385_ca;0;1;"10;115;133;135;278;329"
3834;99384_ca;0;1;"10;115;133;135;278;329"
3835;99351_ca;0;1;"10;135;165;278;308;329;336;381"
3836;99053_ca;0;1;"10;125;270;271;272;278;298"
3837;98922_ca;0;1;"125;271;272;298"
3838;98824_ca;0;1;"10;134;165;278;308"
3839;98789_ca;0;1;"10;77;115;128;272;278;298;308"
3840;98192_ca;0;1;"134;135"
3841;98191_ca;0;1;"10;135;278;308;342"
3842;98188_ca;0;1;"10;83;278;308;355"
3843;98187_ca;0;1;"10;133;135;175;278;308;311;332"
3844;98127_ca;0;1;"10;115;125;133;164;271;272;278;298;308"
3845;98088_ca;0;1;"135;342"
3846;98073_ca;0;1;"5;10;77;115;125;128;135;271;272;278;298;308"
3847;97995_ca;0;1;"134;135"
3848;97993_ca;0;1;"135;165;381"
3849;97992_ca;0;1;"181;355"
3850;97990_ca;0;1;"10;278;308"
3851;97989_ca;0;1;"8;10;105;158;165;278;308"
3852;97988_ca;0;1;"10;135;278;308;329;336"
3853;97987_ca;0;1;"10;125;271;272;278;298;308"
3854;97889_ca;0;1;"134;135"
3855;97888_ca;0;1;"135;329"
3856;97887_ca;0;1;"10;278;308"
3857;97886_ca;0;1;"10;125;271;272;278;298;308"
3858;97276_ca;0;1;135
3859;97187_ca;0;1;"10;125;271;272;278;298;308"
3860;97053_ca;0;1;"128;355"
3861;97052_ca;0;1;"10;125;128;271;272;278;298;308"
3862;97051_ca;0;1;"128;135;165;381"
3863;97050_ca;0;1;"8;10;105;128;278;308"
3864;97049_ca;0;1;"128;223"
3865;97048_ca;0;1;"8;10;105;126;128;158;278;308"
3866;97047_ca;0;1;"8;10;105;128;158;165;278;308"
3867;95958_ca;0;1;"10;115;278;336"
3868;95957_ca;0;1;"8;10;105;115;278"
3869;95392_ca;0;1;"134;135"
3870;95391_ca;0;1;"135;150;164"
3871;95121_ca;0;1;"272;332"
3872;95100_ca;0;1;"10;125;181;271;272;278;298;308"
3873;95099_ca;0;1;"10;125;135;271;272;278;298;308;336;355"
3874;95098_ca;0;1;"10;77;125;135;271;272;278;298;308;336;355"
3875;95097_ca;0;1;"10;115;125;135;271;272;278;298;308;336;355"
3876;94719_ca;0;1;"125;271;272;298"
3877;94718_ca;0;1;"8;105;125;271;272;298"
3878;94717_ca;0;1;"10;125;135;271;272;278;298;308;336;355"
3879;94716_ca;0;1;"10;125;135;271;272;278;298;308;336;355"
3880;94715_ca;0;1;"10;125;135;165;271;272;278;298;308;336;355;381"
3881;94662_ca;0;1;"43;125;135;150;271;298;332"
3882;94660_ca;0;1;"8;10;43;115;125;133;135;271;272;278;298;308;336;355"
3883;94659_ca;0;1;"8;10;43;125;135;271;272;278;298;308;355"
3884;94658_ca;0;1;"5;8;10;43;83;125;135;150;164;181;271;272;278;298;308;355"
3885;94657_ca;0;1;"8;43;77;125;135;181;271;272;298;355"
3886;94656_ca;0;1;"8;10;43;125;135;271;272;278;298;308;355"
3887;94655_ca;0;1;"8;43;125;135;165;271;272;298;355"
3888;94654_ca;0;1;"8;43;83;125;133;135;165;271;272;298;336;355;381"
3889;94653_ca;0;1;"8;10;43;115;125;135;271;272;278;298;355"
3890;94652_ca;0;1;"8;10;43;115;125;135;271;272;278;298;308;336;355"
3891;94651_ca;0;1;"8;10;43;125;135;181;271;272;278;298;308;311;336;355"
3892;94650_ca;0;1;"8;43;125;135;165;271;272;298;332;355;381"
3893;94576_ca;0;1;"128;135;164;165;175;181;336;381"
3894;93861_ca;0;0;
3895;93765_ca;0;1;"135;155;181"
3896;93764_ca;0;1;"10;135;181;278;308;342"
3897;93203_ca;0;1;"10;115;125;270;271;272;278;298;308"
3898;92737_ca;0;1;"10;115;125;271;272;278;298"
3899;92242_ca;0;1;"10;115;278;308"
3900;91248_ca;0;1;"135;165;181"
3901;90928_ca;0;1;"133;355"
3902;90927_ca;0;1;"133;355"
3903;90926_ca;0;1;"133;355"
3904;90925_ca;0;1;"133;355"
3905;90924_ca;0;1;"133;355"
3906;90923_ca;0;1;"133;355"
3907;90922_ca;0;1;"133;181;355"
3908;90921_ca;0;1;"133;355"
3909;90920_ca;0;1;"10;133;278;308;336;355"
3910;90919_ca;0;1;"10;115;278;355"
3911;90918_ca;0;1;"125;271;272;298"
3912;90917_ca;0;1;"125;271;272;298"
3913;90916_ca;0;1;"125;271;272;298"
3914;90915_ca;0;1;"125;271;272;298"
3915;90914_ca;0;1;"125;271;272;298"
3916;90913_ca;0;1;"8;105;125;271;272;298"
3917;90912_ca;0;1;"125;271;272;298"
3918;90911_ca;0;1;"125;271;272;298"
3919;90910_ca;0;1;"125;271;272;298"
3920;90909_ca;0;1;"125;181;270;271;272;298"
3921;89821_ca;0;1;"83;128;134;200"
3922;89817_ca;0;1;83
3923;89816_ca;0;1;"83;355"
3924;89815_ca;0;1;"83;351;354;355"
3925;89814_ca;0;1;"83;355"
3926;88617_ca;0;1;"10;125;133;175;271;272;278;298;308"
3927;87150_ca;0;1;"125;270;271;272;298"
3928;87149_ca;0;1;"125;270;271;272;298"
3929;87148_ca;0;1;"125;270;271;272;298"
3930;87147_ca;0;1;"10;125;270;271;272;278;298"
3931;87146_ca;0;1;"10;125;270;271;272;278;298;308"
3932;86712_ca;0;1;355
3933;86622_ca;0;1;"135;175"
3934;86621_ca;0;1;"135;175"
3935;86620_ca;0;1;"135;175"
3936;86619_ca;0;1;"135;175"
3937;86618_ca;0;1;"135;175"
3938;86617_ca;0;1;"135;175;181"
3939;86616_ca;0;1;"135;175"
3940;86615_ca;0;1;"135;175"
3941;86613_ca;0;1;"135;175"
3942;86612_ca;0;1;"135;175"
3943;86611_ca;0;1;"135;175"
3944;86610_ca;0;1;"135;175"
3945;86609_ca;0;1;"135;175"
3946;86608_ca;0;1;"135;175"
3947;86607_ca;0;1;"135;175"
3948;86606_ca;0;1;"135;175"
3949;86605_ca;0;1;"135;175"
3950;86604_ca;0;1;"135;175"
3951;86603_ca;0;1;"10;115;135;175;278"
3952;86602_ca;0;1;"134;135;175"
3953;86369_ca;0;0;
3954;86368_ca;0;1;"10;128;171;278"
3955;85295_ca;0;1;"10;115;125;271;272;278;298;308"
3956;85286_ca;0;1;135
3957;85285_ca;0;1;135
3958;85284_ca;0;1;"10;115;125;271;278;298"
3959;85272_ca;0;1;"165;278;381"
3960;85220_ca;0;1;"10;135;165;278;308;381"
3961;85204_ca;0;1;"10;135;165;278;308"
3962;85120_ca;0;1;"8;10;77;78;105;115;175;278"
3963;85119_ca;0;1;"10;115;125;175;270;271;272;278;298"
3964;85118_ca;0;1;"10;115;125;175;270;271;272;278;298"
3965;85116_ca;0;1;"8;10;77;78;105;115;175;278"
3966;85115_ca;0;1;"10;115;125;175;270;271;272;278;298"
3967;85114_ca;0;1;"10;115;125;175;270;271;272;278;298"
3968;85113_ca;0;1;"10;115;125;175;270;271;272;278;298"
3969;85112_ca;0;1;"10;115;125;175;270;271;272;278;298"
3970;85106_ca;0;1;"10;115;125;175;270;271;272;278;298"
3971;85104_ca;0;1;"10;115;125;175;270;271;272;278;298;308"
3972;85051_ca;0;1;"10;115;125;175;270;271;272;278;298;308"
3973;85050_ca;0;1;"10;115;125;175;270;271;272;278;298;308"
3974;85049_ca;0;1;"10;115;125;164;175;270;271;272;278;298"
3975;85048_ca;0;1;"10;115;125;175;270;271;272;278;298"
3976;85047_ca;0;1;"8;77;78;105;175;181"
3977;85046_ca;0;1;"8;10;77;78;105;115;175;181;278"
3978;85045_ca;0;1;"8;105;175;181"
3979;85044_ca;0;1;"10;115;125;175;270;271;272;278;298"
3980;85043_ca;0;1;"8;105;175;181"
3981;85042_ca;0;1;"10;115;125;175;270;271;272;278;298"
3982;84829_ca;0;1;"5;133;135;165;381"
3983;84552_ca;0;1;"125;133;181;270;271;272;298"
3984;84422_ca;0;1;"10;83;125;271;272;278;298;308"
3985;84036_ca;0;1;"135;165;381"
3986;84035_ca;0;1;"10;278;308"
3987;84034_ca;0;1;"8;10;105;278;308"
3988;84033_ca;0;1;"10;125;270;271;272;278;298;308"
3989;84032_ca;0;1;355
3990;83904_ca;0;1;"10;128;135;181;278;308;329;336"
3991;83901_ca;0;1;"10;115;135;181;278;342"
3992;83851_ca;0;1;"83;133;135;311;329"
3993;83850_ca;0;1;"83;134;135;342"
3994;83848_ca;0;1;"5;128;135;165;175;336;381"
3995;83846_ca;0;1;"10;83;125;133;164;271;272;278;298;308"
3996;83804_ca;0;1;"10;115;128;278;308;336"
3997;83803_ca;0;1;"128;355"
3998;83802_ca;0;1;"128;355;370"
3999;83801_ca;0;1;"10;128;278;308"
4000;83800_ca;0;1;"10;125;128;270;271;272;278;298;308"
4001;83799_ca;0;1;"83;128;355"
4002;83798_ca;0;1;"128;355"
4003;83797_ca;0;1;"8;10;22;105;128;210;278;308"
4004;83796_ca;0;1;"128;355"
4005;83795_ca;0;1;"10;115;125;128;271;272;278;298;308"
4006;83794_ca;0;1;"128;135;155"
4007;83793_ca;0;1;"128;134;135;377"
4008;83792_ca;0;1;"128;135;165;381"
4009;83791_ca;0;1;"128;135;150"
4010;83790_ca;0;1;"128;135;165;381"
4011;83611_ca;0;1;"134;135;181"
4012;83401_ca;0;1;5
4013;83084_ca;0;1;"83;128;135;181;311"
4014;83058_ca;0;1;"134;135;336;377"
4015;83037_ca;0;1;"355;364"
4016;82907_ca;0;1;"135;155"
4017;82906_ca;0;1;"10;115;125;270;271;272;278;298"
4018;82905_ca;0;1;"10;115;125;270;271;272;278;298"
4019;82902_ca;0;1;"10;115;125;270;271;272;278;298"
4020;82885_ca;0;1;"10;115;125;270;271;272;278;298"
4021;82669_ca;0;1;"10;115;125;133;164;271;272;278;298;308"
4022;82654_ca;0;1;"10;83;125;181;271;272;278;298;308"
4023;82595_ca;0;1;"10;115;125;271;272;278;298;336"
4024;82376_ca;0;1;"10;115;125;271;272;278;298"
4025;82359_ca;0;1;"10;115;125;133;164;271;272;278;298;308"
4026;82282_ca;0;1;"134;135;181"
4027;81774_ca;0;1;"10;135;256;278;308"
4028;81745_ca;0;1;"10;83;125;128;271;278;298;308"
4029;81740_ca;0;1;"10;128;135;278;308;329"
4030;81650_ca;0;1;"10;125;271;272;278;298;308"
4031;81397_ca;0;1;"10;115;134;135;164;278;308;377"
4032;81395_ca;0;1;"8;10;105;278;308"
4033;81394_ca;0;1;"10;181;278;308;311;336;355"
4034;81313_ca;0;1;"135;165;336;381"
4035;80334_ca;0;1;"10;125;181;270;271;272;278;298;308"
4036;80333_ca;0;1;"10;115;133;135;278;329"
4037;80332_ca;0;1;"5;83;135;164;165;181;381"
4038;79783_ca;0;1;"10;128;133;135;278;308"
4039;78920_ca;0;1;"83;135;165;181;381"
4040;78575_ca;0;1;"10;126;134;135;141;155;158;165;278;308;329;342;381"
4041;78574_ca;0;1;"126;134;135;141;155;158;165;329;342;381"
4042;78335_ca;0;1;"5;83;134;181;200;336"
4043;77924_ca;0;1;"10;278;308;332"
4044;77779_ca;0;1;181
4045;77307_ca;0;1;"10;115;125;135;270;271;272;278;298;355"
4046;77306_ca;0;1;"5;10;83;115;125;133;135;270;271;272;278;298;355"
4047;77305_ca;0;1;"125;135;270;271;272;298;336;341;355"
4048;77177_ca;0;1;"10;115;135;278;308"
4049;77153_ca;0;1;"10;135;165;278;308;332;381"
4050;75294_ca;0;1;"10;115;175;278;308;355"
4051;74600_ca;0;1;"10;115;135;278;355"
