id;ad_id;ad_number;date_created;date_updated;client_code;status;status_image_taken;status_vendeur_taken
46;549852_us;549852;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549852_clientCode.html;1;0;0
47;549851_us;549851;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549851_clientCode.html;1;0;0
48;549850_us;549850;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549850_clientCode.html;1;0;0
49;549848_us;549848;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549848_clientCode.html;1;0;0
50;549795_us;549795;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549795_clientCode.html;1;0;0
51;549560_us;549560;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549560_clientCode.html;1;0;0
52;549558_us;549558;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549558_clientCode.html;1;0;0
53;549552_us;549552;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549552_clientCode.html;1;0;0
54;549346_us;549346;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549346_clientCode.html;1;0;0
55;549345_us;549345;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549345_clientCode.html;1;0;0
56;549344_us;549344;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549344_clientCode.html;1;0;0
57;549343_us;549343;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549343_clientCode.html;1;0;0
58;549342_us;549342;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549342_clientCode.html;1;0;0
59;549341_us;549341;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549341_clientCode.html;1;0;0
60;549340_us;549340;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549340_clientCode.html;1;0;0
61;549339_us;549339;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549339_clientCode.html;1;0;0
62;549338_us;549338;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549338_clientCode.html;1;0;0
63;549337_us;549337;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549337_clientCode.html;1;0;0
64;549336_us;549336;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549336_clientCode.html;1;0;0
65;549335_us;549335;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549335_clientCode.html;1;0;0
66;549333_us;549333;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549333_clientCode.html;1;0;0
67;549332_us;549332;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549332_clientCode.html;1;0;0
68;549331_us;549331;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549331_clientCode.html;1;0;0
69;549283_us;549283;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;549283_clientCode.html;1;0;0
70;548902_us;548902;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;548902_clientCode.html;1;0;0
71;548731_us;548731;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;548731_clientCode.html;1;0;0
72;548472_us;548472;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;548472_clientCode.html;1;0;0
73;548451_us;548451;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;548451_clientCode.html;1;0;0
74;548450_us;548450;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;548450_clientCode.html;1;0;0
75;548443_us;548443;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;548443_clientCode.html;1;0;0
76;548393_us;548393;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;548393_clientCode.html;1;0;0
77;548354_us;548354;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;548354_clientCode.html;1;0;0
78;548310_us;548310;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;548310_clientCode.html;1;0;0
79;548114_us;548114;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;548114_clientCode.html;1;0;0
80;548004_us;548004;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;548004_clientCode.html;1;0;0
81;547834_us;547834;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547834_clientCode.html;1;0;0
82;547666_us;547666;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547666_clientCode.html;1;0;0
83;547480_us;547480;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547480_clientCode.html;1;0;0
84;547479_us;547479;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547479_clientCode.html;1;0;0
85;547440_us;547440;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547440_clientCode.html;1;0;0
86;547439_us;547439;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547439_clientCode.html;1;0;0
87;547438_us;547438;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547438_clientCode.html;1;0;0
88;547437_us;547437;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547437_clientCode.html;1;0;0
89;547436_us;547436;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547436_clientCode.html;1;0;0
90;547435_us;547435;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547435_clientCode.html;1;0;0
91;547434_us;547434;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547434_clientCode.html;1;0;0
92;547433_us;547433;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547433_clientCode.html;1;0;0
93;547432_us;547432;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547432_clientCode.html;1;0;0
94;547430_us;547430;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547430_clientCode.html;1;0;0
95;547429_us;547429;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547429_clientCode.html;1;0;0
96;547428_us;547428;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547428_clientCode.html;1;0;0
97;547427_us;547427;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547427_clientCode.html;1;0;0
98;547426_us;547426;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547426_clientCode.html;1;0;0
99;547425_us;547425;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547425_clientCode.html;1;0;0
100;547424_us;547424;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547424_clientCode.html;1;0;0
101;547423_us;547423;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547423_clientCode.html;1;0;0
102;547422_us;547422;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547422_clientCode.html;1;0;0
103;547421_us;547421;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547421_clientCode.html;1;0;0
104;547420_us;547420;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547420_clientCode.html;1;0;0
105;547419_us;547419;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547419_clientCode.html;1;0;0
106;547418_us;547418;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547418_clientCode.html;1;0;0
107;547417_us;547417;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547417_clientCode.html;1;0;0
108;547416_us;547416;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547416_clientCode.html;1;0;0
109;547415_us;547415;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547415_clientCode.html;1;0;0
110;547414_us;547414;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547414_clientCode.html;1;0;0
111;547413_us;547413;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547413_clientCode.html;1;0;0
112;547412_us;547412;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547412_clientCode.html;1;0;0
113;547411_us;547411;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547411_clientCode.html;1;0;0
114;547410_us;547410;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547410_clientCode.html;1;0;0
115;547409_us;547409;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547409_clientCode.html;1;0;0
116;547408_us;547408;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547408_clientCode.html;1;0;0
117;547406_us;547406;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547406_clientCode.html;1;0;0
118;547405_us;547405;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547405_clientCode.html;1;0;0
119;547403_us;547403;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547403_clientCode.html;1;0;0
120;547402_us;547402;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547402_clientCode.html;1;0;0
121;547401_us;547401;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547401_clientCode.html;1;0;0
122;547400_us;547400;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547400_clientCode.html;1;0;0
123;547399_us;547399;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547399_clientCode.html;1;0;0
124;547165_us;547165;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547165_clientCode.html;1;0;0
125;547012_us;547012;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;547012_clientCode.html;1;0;0
126;546964_us;546964;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;546964_clientCode.html;1;0;0
127;546955_us;546955;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;546955_clientCode.html;1;0;0
128;546880_us;546880;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;546880_clientCode.html;1;0;0
129;546806_us;546806;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;546806_clientCode.html;1;0;0
130;546700_us;546700;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;546700_clientCode.html;1;0;0
131;546699_us;546699;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;546699_clientCode.html;1;0;0
132;546698_us;546698;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;546698_clientCode.html;1;0;0
133;546694_us;546694;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;546694_clientCode.html;1;0;0
134;545924_us;545924;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545924_clientCode.html;1;0;0
135;545537_us;545537;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545537_clientCode.html;1;0;0
136;545536_us;545536;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545536_clientCode.html;1;0;0
137;545535_us;545535;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545535_clientCode.html;1;0;0
138;545526_us;545526;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545526_clientCode.html;1;0;0
139;545253_us;545253;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545253_clientCode.html;1;0;0
140;545205_us;545205;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545205_clientCode.html;1;0;0
141;545204_us;545204;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545204_clientCode.html;1;0;0
142;545203_us;545203;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545203_clientCode.html;1;0;0
143;545202_us;545202;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545202_clientCode.html;1;0;0
144;545201_us;545201;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545201_clientCode.html;1;0;0
145;545016_us;545016;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545016_clientCode.html;1;0;0
146;545007_us;545007;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545007_clientCode.html;1;0;0
147;545004_us;545004;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545004_clientCode.html;1;0;0
148;545002_us;545002;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;545002_clientCode.html;1;0;0
149;544780_us;544780;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544780_clientCode.html;1;0;0
150;544779_us;544779;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544779_clientCode.html;1;0;0
151;544776_us;544776;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544776_clientCode.html;1;0;0
152;544741_us;544741;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544741_clientCode.html;1;0;0
153;544739_us;544739;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544739_clientCode.html;1;0;0
154;544738_us;544738;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544738_clientCode.html;1;0;0
155;544737_us;544737;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544737_clientCode.html;1;0;0
156;544735_us;544735;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544735_clientCode.html;1;0;0
157;544734_us;544734;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544734_clientCode.html;1;0;0
158;544733_us;544733;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544733_clientCode.html;1;0;0
159;544732_us;544732;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544732_clientCode.html;1;0;0
160;544731_us;544731;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544731_clientCode.html;1;0;0
161;544730_us;544730;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544730_clientCode.html;1;0;0
162;544724_us;544724;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544724_clientCode.html;1;0;0
163;544723_us;544723;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544723_clientCode.html;1;0;0
164;544532_us;544532;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544532_clientCode.html;1;0;0
165;544531_us;544531;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544531_clientCode.html;1;0;0
166;544530_us;544530;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544530_clientCode.html;1;0;0
167;544521_us;544521;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544521_clientCode.html;1;0;0
168;544440_us;544440;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544440_clientCode.html;1;0;0
169;544411_us;544411;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544411_clientCode.html;1;0;0
170;544410_us;544410;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544410_clientCode.html;1;0;0
171;544408_us;544408;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544408_clientCode.html;1;0;0
172;544407_us;544407;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544407_clientCode.html;1;0;0
173;544372_us;544372;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544372_clientCode.html;1;0;0
174;544371_us;544371;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544371_clientCode.html;1;0;0
175;544370_us;544370;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544370_clientCode.html;1;0;0
176;544369_us;544369;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544369_clientCode.html;1;0;0
177;544283_us;544283;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544283_clientCode.html;1;0;0
178;544250_us;544250;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;544250_clientCode.html;1;0;0
179;543989_us;543989;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;543989_clientCode.html;1;0;0
180;543608_us;543608;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;543608_clientCode.html;1;0;0
181;543482_us;543482;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;543482_clientCode.html;1;0;0
182;543480_us;543480;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;543480_clientCode.html;1;0;0
183;543465_us;543465;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;543465_clientCode.html;1;0;0
184;543464_us;543464;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;543464_clientCode.html;1;0;0
185;543385_us;543385;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;543385_clientCode.html;1;0;0
186;543344_us;543344;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;543344_clientCode.html;1;0;0
187;543275_us;543275;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;543275_clientCode.html;1;0;0
188;543200_us;543200;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;543200_clientCode.html;1;0;0
189;543196_us;543196;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;543196_clientCode.html;1;0;0
190;543194_us;543194;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;543194_clientCode.html;1;0;0
191;543193_us;543193;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;543193_clientCode.html;1;0;0
192;543081_us;543081;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;543081_clientCode.html;1;0;0
193;542768_us;542768;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;542768_clientCode.html;1;0;0
194;542296_us;542296;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;542296_clientCode.html;1;0;0
195;542241_us;542241;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;542241_clientCode.html;1;0;0
196;542225_us;542225;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;542225_clientCode.html;1;0;0
197;542219_us;542219;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;542219_clientCode.html;1;0;0
198;542218_us;542218;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;542218_clientCode.html;1;0;0
199;542216_us;542216;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;542216_clientCode.html;1;0;0
200;542205_us;542205;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;542205_clientCode.html;1;0;0
201;542155_us;542155;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;542155_clientCode.html;1;0;0
202;542071_us;542071;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;542071_clientCode.html;1;0;0
203;542070_us;542070;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;542070_clientCode.html;1;0;0
204;542059_us;542059;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;542059_clientCode.html;1;0;0
205;541932_us;541932;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;541932_clientCode.html;1;0;0
206;541825_us;541825;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;541825_clientCode.html;1;0;0
207;541824_us;541824;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;541824_clientCode.html;1;0;0
208;541823_us;541823;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;541823_clientCode.html;1;0;0
209;541822_us;541822;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;541822_clientCode.html;1;0;0
210;541089_us;541089;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;541089_clientCode.html;1;0;0
211;540948_us;540948;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;540948_clientCode.html;1;0;0
212;540926_us;540926;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;540926_clientCode.html;1;0;0
213;540891_us;540891;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;540891_clientCode.html;1;0;0
214;540890_us;540890;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;540890_clientCode.html;1;0;0
215;540468_us;540468;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;540468_clientCode.html;1;0;0
216;539037_us;539037;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;539037_clientCode.html;1;0;0
217;539036_us;539036;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;539036_clientCode.html;1;0;0
218;538038_us;538038;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;538038_clientCode.html;1;0;0
219;538036_us;538036;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;538036_clientCode.html;1;0;0
220;538033_us;538033;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;538033_clientCode.html;1;0;0
221;537755_us;537755;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537755_clientCode.html;1;0;0
222;537751_us;537751;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537751_clientCode.html;1;0;0
223;537744_us;537744;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537744_clientCode.html;1;0;0
224;537743_us;537743;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537743_clientCode.html;1;0;0
225;537730_us;537730;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537730_clientCode.html;1;0;0
226;537700_us;537700;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537700_clientCode.html;1;0;0
227;537699_us;537699;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537699_clientCode.html;1;0;0
228;537698_us;537698;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537698_clientCode.html;1;0;0
229;537643_us;537643;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537643_clientCode.html;1;0;0
230;537642_us;537642;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537642_clientCode.html;1;0;0
231;537641_us;537641;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537641_clientCode.html;1;0;0
232;537543_us;537543;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537543_clientCode.html;1;0;0
233;537504_us;537504;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537504_clientCode.html;1;0;0
234;537484_us;537484;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537484_clientCode.html;1;0;0
235;537459_us;537459;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537459_clientCode.html;1;0;0
236;537454_us;537454;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537454_clientCode.html;1;0;0
237;537317_us;537317;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537317_clientCode.html;1;0;0
238;537316_us;537316;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537316_clientCode.html;1;0;0
239;537315_us;537315;2020-10-24 01:54:29.616720;2020-11-22 13:08:27.740558;537315_clientCode.html;1;0;0
